precision,recall
0.2924177396280401,1.0
0.2925014310246136,1.0
0.2925851703406814,1.0
0.29266895761741124,1.0
0.29275279289601835,1.0
0.29283667621776505,1.0
0.292920607623961,1.0
0.2930045871559633,1.0
0.29308861485517634,1.0
0.2931726907630522,1.0
0.29342520815389034,1.0
0.2935094773118897,1.0
0.29359379488652687,1.0
0.29367816091954024,1.0
0.2937625754527163,1.0
0.2939315501869428,1.0
0.2940161104718067,1.0
0.2941007194244604,1.0
0.2941853770869315,1.0
0.2942700835012957,1.0
0.29435483870967744,1.0
0.2944396427542495,1.0
0.29452449567723343,1.0
0.2946093975208994,1.0
0.29477934813960194,1.0
0.29486439699942296,1.0
0.29494949494949496,1.0
0.29503464203233254,1.0
0.2951198382904996,1.0
0.2952050837666089,1.0
0.29529037850332274,1.0
0.2953757225433526,1.0
0.2954611159294594,1.0
0.29554655870445345,1.0
0.29640371229698376,1.0
0.29666182873730046,1.0
0.2967479674796748,1.0
0.2968341562590764,1.0
0.2969203951191168,1.0
0.2970066841034583,1.0
0.29709302325581394,1.0
0.2971794126199477,1.0
0.2972658522396742,1.0
0.2973523421588595,1.0
0.29743888242142025,1.0
0.2975254730713246,1.0
0.29761211415259176,1.0
0.2976988057092922,1.0
0.2977855477855478,1.0
0.2978723404255319,1.0
0.2979591836734694,1.0
0.2980460775736366,1.0
0.29813302217036175,1.0
0.2982200175080245,1.0
0.29830706363105663,1.0
0.2983941605839416,1.0
0.2985685071574642,1.0
0.29865575686732904,1.0
0.2987430575855013,1.0
0.29883040935672517,1.0
0.298917812225797,1.0
0.29900526623756585,1.0
0.29909277143693297,1.0
0.29918032786885246,1.0
0.29926793557833087,1.0
0.29935559461042766,1.0
0.2994433050102549,1.0
0.2997946611909651,1.0
0.29988262910798125,1.0
0.29997064866451423,1.0
0.30005871990604815,1.0
0.30014684287812043,1.0
0.300235017626322,1.0
0.3003232441962974,1.0
0.3004115226337449,1.0
0.30049985298441634,1.0
0.30058823529411766,1.0
0.3006766696087084,1.0
0.3007651559741024,1.0
0.30094228504122494,1.0
0.30103092783505153,1.0
0.30111962286387745,1.0
0.3012083701738874,1.0
0.30156388315137206,1.0
0.30165289256198347,1.0
0.3021880544056771,1.0
0.3022774327122153,1.0
0.30236686390532547,1.0
0.30245634803196214,1.0
0.3025458851391356,1.0
0.3032640949554896,1.0
0.3033541110121698,1.0
0.30507462686567166,1.0
0.30516572111077933,1.0
0.3053480729011055,1.0
0.3054393305439331,1.0
0.30553064275037367,1.0
0.305622009569378,1.0
0.30571343104995513,1.0
0.30580490724117293,1.0
0.30589643819215806,1.0
0.3059880239520958,1.0
0.3060796645702306,1.0
0.30617136009586576,1.0
0.3062631105783638,1.0
